STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,2/22/2018,0,",,S",25.9,"H,,S",,,22.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,2/23/2018,4.1,",,S",26.8,"H,,S",,,22.4,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,2/24/2018,0,",,S",29.1,"H,,S",35.7,",,S",23.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,2/25/2018,,,24.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,2/26/2018,1,",,S",23.7,"H,,S",28.5,",,S",20.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,2/27/2018,0,",,S",25.4,"H,,S",32.1,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,2/28/2018,,,25.4,"H,,S",32.6,",,S",21.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/1/2018,,,25.5,"H,,S",,,19.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/2/2018,,,25.4,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/3/2018,,,25.5,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/4/2018,1,",,S",26.8,"H,,S",34.7,",,S",22.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/5/2018,0.3,",,S",27.3,"H,,S",,,23.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/6/2018,0,",,S",28.5,"H,,S",,,22.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/7/2018,,,29,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/8/2018,,,27.1,"H,,S",,,22.3,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/9/2018,45,",,S",25.7,"H,,S",30.7,",,S",21.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/10/2018,0,",,S",25.9,"H,,S",,,20.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/11/2018,,,26.9,"H,,S",,,20.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/12/2018,,,27.2,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/13/2018,,,26.2,"H,,S",32.5,",,S",21.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/14/2018,,,27.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/15/2018,,,28.4,"H,,S",37.4,",,S",21.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/16/2018,,,25.8,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/17/2018,,,22.1,"H,,S",25.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/18/2018,,,23.4,"H,,S",28.6,",,S",18.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/19/2018,,,25.9,"H,,S",32.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/20/2018,0.5,",,S",26.4,"H,,S",31.4,",,S",23,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/21/2018,0,",,S",27.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/22/2018,6.1,",,S",22.2,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/23/2018,35.1,",,S",19.9,"H,,S",,,18.4,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/24/2018,5.1,",,S",24.4,"H,,S",31,",,S",18.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/25/2018,0,",,S",29.2,"H,,S",38.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/26/2018,3,",,S",24.9,"H,,S",30.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/27/2018,0,",,S",26.9,"H,,S",32.2,",,S",21.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/28/2018,,,25.5,"H,,S",32.9,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/29/2018,,,26.2,"H,,S",34.9,",,S",19.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/30/2018,,,28.4,"H,,S",38.4,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,3/31/2018,,,27.8,"H,,S",34.3,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/1/2018,2,",,S",26.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/2/2018,0,",,S",26.7,"H,,S",32.1,",,S",22.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/3/2018,,,28.1,"H,,S",33.9,",,S",21.3,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/4/2018,,,27,"H,,S",33.4,",,S",21.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/5/2018,,,27.4,"H,,S",36.3,",,S",22,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/6/2018,,,28.3,"H,,S",36.3,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/7/2018,,,27.1,"H,,S",33.2,",,S",21.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/8/2018,,,25.9,"H,,S",31.1,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/9/2018,,,25.1,"H,,S",,,21.3,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/10/2018,3,",,S",27.2,"H,,S",34.4,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/11/2018,6.1,",,S",21.9,"H,,S",26.3,",,S",19.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/12/2018,0,",,S",22.3,"H,,S",27.6,",,S",18.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/13/2018,,,23.7,"H,,S",31.3,",,S",17.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/14/2018,,,25.1,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/15/2018,,,24.3,"H,,S",30.6,",,S",20.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/16/2018,,,23.4,"H,,S",29.3,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/17/2018,,,22.6,"H,,S",29.9,",,S",16.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/18/2018,,,23.8,"H,,S",,,16,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/19/2018,,,25.9,"H,,S",,,18.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/20/2018,0.5,",,S",22.9,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/21/2018,0,",,S",22.9,"H,,S",29.1,",,S",19.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/22/2018,,,23.9,"H,,S",31.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/23/2018,,,24.2,"H,,S",32.8,",,S",17.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/24/2018,,,23.9,"H,,S",33,",,S",19.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/25/2018,,,24.7,"H,,S",32.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/26/2018,,,25.2,"H,,S",,,17.2,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/28/2018,,,26.1,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/29/2018,,,23.8,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,4/30/2018,0,",,S",22.4,"H,,S",28.3,",,S",17.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/1/2018,0,",,S",22.6,"H,,S",29.9,",,S",19.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/2/2018,39.1,",,S",22.3,"H,,S",27.2,",,S",20,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/3/2018,0,",,S",24,"H,,S",30.3,",,S",17.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/4/2018,,,22.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/5/2018,,,21.4,"H,,S",29.6,",,S",13.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/6/2018,,,22.1,"H,,S",30.4,",,S",14.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/7/2018,,,21.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/8/2018,,,21.8,"H,,S",,,16.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/9/2018,,,23.8,"H,,S",33.1,",,S",17.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/10/2018,,,24.1,"H,,S",29.5,",,S",19.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/11/2018,,,24.9,"H,,S",32.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/12/2018,,,24.1,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/13/2018,,,22.4,"H,,S",27.8,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/14/2018,,,20.8,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/15/2018,2,",,S",21.1,"H,,S",28.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/16/2018,1,",,S",17.5,"H,,S",22.6,",,S",14.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/17/2018,5.1,",,S",20.2,"H,,S",27.8,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/18/2018,0,",,S",21,"H,,S",,,16.3,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/19/2018,11.9,",,S",21.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/20/2018,0,",,S",21.5,"H,,S",28.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/21/2018,,,23.6,"H,,S",30,",,S",16.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/22/2018,,,25.3,"H,,S",,,18.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/23/2018,,,24.3,"H,,S",,,20.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/24/2018,,,23.2,"H,,S",32.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/25/2018,,,22.7,"H,,S",29.5,",,S",16.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/26/2018,,,22.6,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/27/2018,,,21.1,"H,,S",26.4,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/28/2018,,,22.6,"H,,S",29.5,",,S",17.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/29/2018,,,23.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/30/2018,,,21.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,5/31/2018,,,23.2,"H,,S",30.7,",,S",15.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/1/2018,,,21.7,"H,,S",33.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/2/2018,,,22,"H,,S",28.3,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/3/2018,,,22.2,"H,,S",31.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/4/2018,,,18.6,"H,,S",24.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/5/2018,,,18.1,"H,,S",25.4,",,S",13.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/6/2018,,,18.4,"H,,S",25.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/7/2018,,,18.5,"H,,S",27.7,",,S",11.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/8/2018,,,17.8,"H,,S",28.1,",,S",11.2,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/9/2018,,,18.6,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/10/2018,,,21.2,"H,,S",28.5,",,S",13.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/11/2018,,,20.9,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/12/2018,,,20.8,"H,,S",,,15.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/13/2018,,,19.6,"H,,S",28.1,",,S",12.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/14/2018,,,21.6,"H,,S",,,12.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/15/2018,,,22.4,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/16/2018,,,22.1,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/17/2018,,,20.1,"H,,S",26.1,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/18/2018,,,22.2,"H,,S",31.9,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/19/2018,,,21.4,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/20/2018,,,21.4,"H,,S",27.4,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/21/2018,,,20.7,"H,,S",,,15.2,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/22/2018,,,21.2,"H,,S",29.5,",,S",15.4,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/23/2018,,,21.2,"H,,S",,,15.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/24/2018,,,21.9,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/25/2018,,,20.7,"H,,S",27.4,",,S",15,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/26/2018,,,20.6,"H,,S",27.1,",,S",15.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/27/2018,,,20.6,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/28/2018,,,19.1,"H,,S",,,10.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/29/2018,,,20.8,"H,,S",27.9,",,S",13.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,6/30/2018,,,22.2,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/1/2018,,,22.2,"H,,S",29.8,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/2/2018,,,24.8,"H,,S",31.2,",,S",15.4,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/3/2018,,,19.8,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/4/2018,,,19.7,"H,,S",26,",,S",14.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/5/2018,,,19,"H,,S",24.7,",,S",13.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/6/2018,,,19.7,"H,,S",25.6,",,S",15.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/7/2018,0.5,",,S",19.8,"H,,S",26.6,",,S",14.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/8/2018,0,",,S",20.6,"H,,S",,,15.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/9/2018,4.1,",,S",20.3,"H,,S",24.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/10/2018,0,",,S",20.5,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/11/2018,,,20.1,"H,,S",27.1,",,S",13.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/12/2018,,,20.4,"H,,S",,,13.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/13/2018,,,20.7,"H,,S",,,13.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/14/2018,,,19.8,"H,,S",,,13.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/15/2018,,,18,"H,,S",23.9,",,S",14.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/16/2018,0.5,",,S",15.4,"H,,S",20.3,",,S",12.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/17/2018,2,",,S",17.6,"H,,S",23.4,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/18/2018,0,",,S",18.1,"H,,S",24.4,",,S",12.3,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/19/2018,,,18.2,"H,,S",24.6,",,S",12,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/20/2018,,,17.8,"H,,S",25.1,",,S",13.3,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/21/2018,,,18.5,"H,,S",26.6,",,S",11.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/22/2018,,,18.8,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/23/2018,,,19.4,"H,,S",26.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/24/2018,,,19.3,"H,,S",,,12.4,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/25/2018,,,19.7,"H,,S",29.3,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/26/2018,,,19.3,"H,,S",27.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/27/2018,,,20.4,"H,,S",,,13.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/28/2018,,,20.6,"H,,S",28.7,",,S",14.5,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/29/2018,,,21.6,"H,,S",29.5,",,S",13.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/30/2018,,,20.8,"H,,S",27.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,7/31/2018,,,19.5,"H,,S",25.3,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/1/2018,,,23.2,"H,,S",36.1,",,S",13.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/2/2018,,,21.1,"H,,S",25.8,",,S",17.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/3/2018,,,19.9,"H,,S",23.3,",,S",17.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/4/2018,,,22.9,"H,,S",30.3,",,S",14.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/5/2018,,,22.3,"H,,S",30.3,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/6/2018,,,19.9,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/7/2018,,,23.9,"H,,S",,,14.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/8/2018,,,18.8,"H,,S",21.1,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/9/2018,,,16.4,"H,,S",18.5,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/10/2018,,,20.1,"H,,S",27.1,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/11/2018,,,19.6,"H,,S",26.5,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/12/2018,,,21.2,"H,,S",28.2,",,S",11.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/13/2018,,,26.7,"H,,S",,,18.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/14/2018,,,22.3,"H,,S",,,17,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/15/2018,,,23.8,"H,,S",34.1,",,S",17.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/16/2018,,,23.1,"H,,S",,,17.8,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/17/2018,,,24.4,"H,,S",35.8,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/18/2018,2,",,S",14.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/19/2018,7.1,",,S",18.9,"H,,S",27.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/20/2018,0,",,S",25.5,"H,,S",34.5,",,S",16.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/21/2018,,,23.2,"H,,S",,,18.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/22/2018,,,22.8,"H,,S",30.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/23/2018,,,22.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/24/2018,47,",,S",22.4,"H,,S",,,19.3,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/25/2018,0,",,S",23.2,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/26/2018,,,26.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/27/2018,,,20.8,"H,,S",24.4,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/28/2018,,,19.4,"H,,S",25.8,",,S",15,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/29/2018,,,20.1,"H,,S",,,13.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/30/2018,,,20.3,"H,,S",,,11.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,8/31/2018,,,21.2,"H,,S",30.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/1/2018,,,22.6,"H,,S",33.7,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/2/2018,,,23.6,"H,,S",34.6,",,S",15.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/3/2018,,,24.7,"H,,S",33.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/4/2018,,,21.6,"H,,S",28.5,",,S",16.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/5/2018,,,24.1,"H,,S",,,16.4,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/6/2018,,,26.4,"H,,S",37.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/8/2018,,,24.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/9/2018,6.1,",,S",19.1,"H,,S",25.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/10/2018,0,",,S",18.6,"H,,S",26.7,",,S",12.7,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/11/2018,,,19.9,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/12/2018,,,25.4,"H,,S",36.3,",,S",13.2,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/13/2018,,,22.7,"H,,S",28.6,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/14/2018,,,23,"H,,S",29.7,",,S",17.9,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/15/2018,,,23.9,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/16/2018,,,23.4,"H,,S",,,19.6,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/17/2018,,,31.2,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/21/2018,,,22.3,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/22/2018,,,24.2,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/23/2018,,,25.9,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/24/2018,,,27.2,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/25/2018,,,26.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/26/2018,,,26.8,"H,,S",41.1,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/27/2018,,,24.6,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/28/2018,,,30.7,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/29/2018,,,24.1,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,9/30/2018,,,22.8,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,10/1/2018,,,25.1,"H,,S",,,,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,10/2/2018,,,28.2,"H,,S",,,17.1,",,S"
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,10/3/2018,,,22.2,"H,,S",27.2,",,S",,
MZM00067341,"MAPUTO, MZ",-25.921,32.573,44.2,10/4/2018,7.9,",,S",16.6,"H,,S",,,,
